Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs ,Rep,Temp
2/3/2017,313,34,,,,1,,,,,,,,1,20
2/5/2017,77,113,,,,,,,,,,,,1,20
2/7/2017,24,68,42,,,,,,,,,,,1,20
2/9/2017,4,41,54,,,,,,,,,,,1,20
2/11/2017,,19,63,,,,,,,,,,,1,20
2/13/2017,,10,61,5,,,,,,,,,,1,20
2/15/2017,,,48,18,3,,,,,,,,,1,20
2/17/2017,,,29,27,6,,,,,,,,,1,20
2/19/2017,,,15,26,17,,,,,,,,,1,20
2/21/2017,,,11,14,26,1,,,,,,,,1,20
2/23/2017,,,7,9,23,8,,,,,,,,1,20
2/25/2017,,,1,8,15,18,,,,,,,,1,20
2/27/2017,,,,4,9,25,,,,,,,,1,20
3/1/2017,,,,4,5,27,,,,,,,,1,20
3/3/2017,,,,3,3,27,,,,,,,,1,20
3/5/2017,,,,2,4,14,5,6,,,,,,1,20
3/7/2017,,,,2,2,10,6,7,2,1,,4,"43,27,16,68",1,20
3/9/2017,,,,2,1,3,7,8,4,1,,2,"50,72",1,20
3/11/2017,,,,,2,4,4,5,3,3,,1,64,1,20
3/13/2017,,,,,2,4,3,1,1,4,,,,1,20
3/15/2017,,,,,1,3,3,1,1,,,,,1,20
3/17/2017,42,,,,1,1,3,1,1,,,,,1,20
3/19/2017,81,1,,,1,,,,3,,,,,1,20
3/21/2017,71,9,,,1,,,,,,,,,1,20
3/23/2017,25,23,6,,,,,,,,,,,1,20
3/25/2017,,33,7,,,,,,,,,,,1,20
3/27/2017,,10,23,,,,,,,,,,,1,20
3/29/2017,,2,28,1,,,,,,,,,,1,20
3/31/2017,,,21,3,,,,,,,,,,1,20
4/2/2017,,,11,9,3,,,,,,,,,1,20
4/4/2017,,,8,9,5,,,,,,,,,1,20
4/6/2017,,,6,9,6,1,,,,,,,,1,20
4/8/2017,,,3,3,11,2,,,,,,,,1,20
4/10/2017,,,,3,7,8,,,,,,,,1,20
4/12/2017,,,,2,6,10,,,,,,,,1,20
4/14/2017,,,,1,4,13,,,,,,,,1,20
4/16/2017,,,,1,2,13,1,1,,,,,,1,20
4/18/2017,,,,,2,8,1,2,,,,,,1,20
4/20/2017,,,,,2,6,2,3,,,,,,1,20
4/22/2017,,,,,,3,4,3,,,,1,42,1,20
4/24/2017,,,,,,1,5,3,,,,3,"44,38,30",1,20
4/26/2017,,,,,,,5,1,1,2,,7,"49,63,33,21,37,48,124",1,20
4/28/2017,,,,,,,3,1,2,,,3,"64,57,36",1,20
4/30/2017,,,,,,,1,1,2,,,,,1,20
5/2/2017,31,2,,,,,,,1,1,,,,1,20
5/4/2017,133,,2,,,,,,,,,,,1,20
5/6/2017,201,17,1,,,,,,,,,,,1,20
5/8/2017,107,15,4,1,,,,,,,,,,1,20
5/10/2017,36,34,11,1,,,,,,,,,,1,20
5/12/2017,1,23,22,1,1,1,,,,,,,,1,20
5/14/2017,1,12,28,2,1,,,,,,,,,1,20
5/16/2017,,7,27,3,2,1,,,,,,,,1,20
5/18/2017,,,23,5,2,1,,,,,,,,1,20
5/20/2017,,,14,9,4,1,,,,,,,,1,20
5/22/2017,,,3,13,6,4,,,,,,,,1,20
5/24/2017,,,1,6,11,4,,1,,,,,,1,20
5/26/2017,,,,3,9,8,,1,,,,,,1,20
5/28/2017,,,,,1,18,,1,,,,,,1,20
5/30/2017,,,,,1,14,2,1,,1,,,,1,20
6/1/2017,,,,,,11,3,2,,,,,,1,20
6/3/2017,,,,,,2,4,6,2,1,,3,"45,29,40",1,20
6/5/2017,,,,,,1,7,4,,1,,7,"213,48,20,56,63,34,41",1,20
6/7/2017,,,,,,1,6,2,1,2,,7,"237,186,135,142,41,39,99",1,20
6/9/2017,,,,,,1,,,6,2,,2,"34,18",1,20
6/11/2017,10,,,,,1,,,1,,,,,1,20
6/13/2017,63,,,,,,,,,,,,,1,20
6/15/2017,227,3,,,,,,,,,,,,1,20
6/17/2017,162,7,,,,,,,,,,,,1,20
6/19/2017,51,70,2,,,,,,,,,,,1,20
6/21/2017,5,82,3,,,,,,,,,,,1,20
6/23/2017,1,38,33,,,,,,,,,,,1,20
6/25/2017,,31,29,,,,,,,,,,,1,20
6/27/2017,,,50,6,1,,,,,,,,,1,20
6/29/2017,,,36,12,2,,,,,,,,,1,20
7/1/2017,,,21,18,5,,,,,,,,,1,20
7/3/2017,,,8,17,14,1,,,,,,,,1,20
7/5/2017,,,1,14,20,4,,,,,,,,1,20
7/7/2017,,,3,4,14,16,,,,,,,,1,20
7/9/2017,,,1,2,4,24,,,,,,,,1,20
7/11/2017,,,,1,3,21,2,1,,,,,,1,20
7/13/2017,,,,,1,19,5,1,,,,2,"50,72",1,20
7/15/2017,,,,,1,10,5,7,,1,,,,1,20
7/17/2017,,,,,1,3,4,7,2,1,,5,"93,40,51,77,44",1,20
7/19/2017,,,,,,3,1,3,2,5,,,,1,20
7/21/2017,37,,,,,1,2,2,,2,,1,42,1,20
7/23/2017,106,1,,,,,,,2,2,,,,1,20
7/25/2017,102,1,,,,,,,,,,,,1,20
7/27/2017,68,32,,,,,,,,,,,,1,20
7/29/2017,42,21,18,,,,,,,,,,,1,20
7/31/2017,5,24,28,,,,,,,,,,,1,20
8/2/2017,1,9,40,,,,,,,,,,,1,20
8/4/2017,,,35,3,,,,,,,,,,1,20
8/6/2017,,,24,15,1,,,,,,,,,1,20
8/8/2017,,,16,12,5,,,,,,,,,1,20
8/10/2017,,,7,12,10,1,,,,,,,,1,20
8/12/2017,,,4,11,5,7,,,,,,,,1,20
8/14/2017,,,,4,9,10,,,,,,,,1,20
8/16/2017,,,,3,8,11,,,,,,,,1,20
8/18/2017,,,,3,2,17,,,,,,,,1,20
8/20/2017,,,,1,,9,1,5,,,,,,1,20
8/22/2017,,,,,,7,2,4,1,1,,,,1,20
8/24/2017,,,,,,5,4,,,4,,4,"107,63,45,78",1,20
8/26/2017,,,,,,3,5,1,,,,,,1,20
8/28/2017,,,,,,1,3,1,2,,,2,"29, 31",1,20
8/30/2017,,,,,,1,2,,1,1,,,,1,20
9/1/2017,10,,,,,,,,2,,,,,1,20
9/3/2017,135,,,,,,,,,,,,,1,20
9/5/2017,114,2,,,,,,,,,,,,1,20
9/7/2017,,72,22,,,,,,,,,,,1,20
9/9/2017,2,70,,,,,,,,,,,,1,20
9/11/2017,1,32,33,,,,,,,,,,,1,20
9/13/2017,,7,48,,,,,,,,,,,1,20
9/15/2017,,5,38,,,,,,,,,,,1,20
9/17/2017,,,26,10,4,,,,,,,,,1,20
9/19/2017,,,12,12,13,,,,,,,,,1,20
9/21/2017,,,4,13,17,1,,,,,,,,1,20
9/23/2017,,,2,9,16,4,,,,,,,,1,20
9/25/2017,,,1,3,12,11,,,,,,,,1,20
9/27/2017,,,,,4,17,,,,,,,,1,20
9/29/2017,,,,,,19,,1,,,,,,1,20
10/1/2017,,,,,,13,5,2,,,,,,1,20
10/3/2017,,,,,,10,5,1,2,1,,4,"78,94,21,77",1,20
10/5/2017,,,,,,6,7,1,2,,,7,"33,28,31,19,72,64,50",1,20
10/7/2017,,,,,,2,6,1,3,1,,4,"26,54,60,39",1,20
10/9/2017,,,,,,1,3,1,4,,,,,1,20
10/11/2017,35,,,,,1,1,1,2,,,2,"84,75",1,20
10/13/2017,279,,,,,,,1,1,,,,,1,20
10/15/2017,182,52,,,,,,,,1,,,,1,20
10/17/2017,95,88,12,,,,,,,,,,,1,20
10/19/2017,25,79,22,,,,,,,,,,,1,20
10/21/2017,1,39,65,,,,,,,,,,,1,20
10/23/2017,,8,62,14,,,,,,,,,,1,20
10/25/2017,,,37,20,13,,,,,,,,,1,20
10/27/2017,,,27,22,16,,,,,,,,,1,20
10/29/2017,,,19,16,19,8,,,,,,,,1,20
10/31/2017,,,6,20,19,13,,,,,,,,1,20
11/2/2017,,,7,10,17,23,,,,,,,,1,20
11/4/2017,,,3,4,13,31,,,,,,,,1,20
11/6/2017,,,,4,8,35,2,1,,,,,,1,20
11/8/2017,,,,1,8,32,4,5,,1,,1,94,1,20
11/10/2017,,,,1,3,27,5,7,2,3,,,,1,20
11/12/2017,,,,1,,24,10,6,,,,5,"29,18,122,20,17",1,20
11/14/2017,,,,1,,16,10,12,3,,,6,"28,34,17,106,88,29",1,20
11/16/2017,,,,1,,12,9,9,3,5,,6,"26,19,15,20,47,138",1,20
11/18/2017,,,,1,,6,11,6,5,3,,4,"13,27,19,88",1,20
11/20/2017,,,,,,3,3,4,5,4,,,,1,20
11/22/2017,43,,,,,,4,1,2,3,,,,1,20
11/24/2017,97,,,,,,4,1,,,,,,1,20
11/26/2017,115,17,,,,,3,1,1,,,,,1,20
11/28/2017,97,35,,,,,3,,,1,,,,1,20
11/30/2017,79,35,13,,,,,,3,,,,,1,20
12/2/2017,33,28,29,,,,,,,,,,,1,20
12/4/2017,8,24,29,,,,,,,,,,,1,20
12/6/2017,2,5,40,3,,,,,,,,,,1,20
12/8/2017,,4,32,3,3,,,,,,,,,1,20
12/10/2017,,,23,11,4,,,,,,,,,1,20
12/12/2017,,,15,13,8,,,,,,,,,1,20
12/14/2017,,,10,9,11,2,,,,,,,,1,20
12/16/2017,,,4,8,15,2,,,,,,,,1,20
12/18/2017,,,1,8,9,8,,,,,,,,1,20
12/20/2017,,,1,4,6,14,,,,,,,,1,20
12/22/2017,,,,2,6,15,1,,,,,,,1,20
12/24/2017,,,,1,4,17,1,1,,,,,,1,20
12/26/2017,,,,,2,13,4,1,,,,,,1,20
12/28/2017,,,,,2,11,6,,,1,,,,1,20
12/30/2017,,,,,1,6,6,1,1,,,,,1,20
1/1/2018,,,,,,6,5,2,1,,,2,"22,50",1,20
1/3/2018,,,,,,4,5,3,1,,,1,23,1,20
1/5/2018,,,,,,3,5,1,1,1,,,,1,20
1/7/2018,,,,,,2,5,1,1,1,,4,"24,19,48,50",1,20
1/9/2018,,,,,,1,5,1,,,,1,136,1,20
1/11/2018,56,,,,,,3,1,3,,,,,1,20
1/13/2018,53,,,,,,3,,,1,,,,1,20
1/15/2018,27,20,,,,,1,,2,,,,,1,20
1/17/2018,20,18,,,,,,,1,,,,,1,20
1/19/2018,14,8,15,,,,,,,,,,,1,20
1/21/2018,29,7,17,,,,,,,,,,,1,20
1/23/2018,32,7,15,,,,,,,,,,,1,20
5/19/2016,20,,,,,,,,,,20,,,2,20
5/21/2016,20,,,,,,,,,,20,,,2,20
5/23/2016,18,11,,,,,,,,,20,,,2,20
5/25/2016,20,18,,,,,,,,,20,,,2,20
5/27/2016,16,11,15,,,,,,,,20,,,2,20
5/29/2016,6,32,16,,,,,,,,20,,,2,20
5/31/2016,11,20,24,2,,,,,,,20,,,2,20
6/2/2016,10,9,39,2,1,,,,,,20,,,2,20
6/4/2016,15,10,30,8,3,,,,,,20,,,2,20
6/6/2016,11,12,29,9,6,,,,,,20,,,2,20
6/8/2016,16,6,18,13,10,1,,,,,20,,,2,20
6/10/2016,26,2,14,16,12,1,,,,,20,,,2,20
6/12/2016,13,15,9,7,14,7,,,,,20,,,2,20
6/14/2016,15,16,9,9,12,6,,,,,20,,,2,20
6/16/2016,21,10,14,3,8,12,,,,,20,,,2,20
6/18/2016,21,7,16,4,5,16,,1,,,20,,,2,20
6/20/2016,20,4,16,3,5,18,,1,,,20,,,2,20
6/22/2016,23,6,17,1,4,13,1,4,,,20,,,2,20
6/24/2016,18,11,11,5,4,14,1,3,,,20,2,"46, 35",2,20
6/26/2016,9,13,19,4,6,8,4,5,2,1,20,,,2,20
6/28/2016,8,14,17,4,5,9,4,4,1,1,20,1,55,2,20
6/30/2016,16,11,18,3,6,7,4,3,1,2,20,4,"37, 92, 128, 84",2,20
7/2/2016,21,5,21,5,5,7,3,2,1,1,20,3,"46, 73, 32",2,20
7/4/2016,28,10,19,5,6,6,3,2,,1,,2,"25, 39",2,20
7/6/2016,40,10,18,4,5,6,3,1,,1,,1,77,2,20
7/8/2016,75,22,15,6,2,8,3,1,,,,1,64,2,20
7/10/2016,116,16,14,7,6,8,2,,1,1,,2,"55, 108",2,20
7/12/2016,85,16,13,8,5,7,3,1,,,,,,2,20
7/14/2016,53,30,22,8,6,5,4,,1,1,,,,2,20
7/16/2016,31,33,25,7,7,5,4,1,,,,1,45,2,20
7/18/2016,40,22,33,5,5,8,4,1,,,,3,"51, 48, 40",2,20
7/20/2016,28,21,19,7,4,10,3,1,2,,,1,56,2,20
7/22/2016,19,14,21,12,4,10,2,2,1,,,3,"107, 76, 128",2,20
7/24/2016,43,19,40,5,2,5,,,2,2,,2,"40, 78",2,20
7/26/2016,15,16,16,12,7,7,2,1,1,,,,,2,20
7/28/2016,22,16,16,8,10,8,2,1,1,1,,1,45,2,20
7/30/2016,7,10,16,7,10,11,3,1,,,,,,2,20
8/1/2016,2,10,10,7,8,10,5,2,,,,1,225,2,20
8/3/2016,,7,10,5,5,13,3,2,2,1,,6,"41, 80, 137, 46, 53, 48",2,20
8/5/2016,,3,10,4,2,14,2,1,1,2,,2,"38, 53",2,20
8/7/2016,26,,3,6,2,10,1,4,2,2,,1,74,2,20
8/9/2016,211,5,3,4,1,7,2,3,1,2,,2,"171, 133",2,20
8/11/2016,156,44,,4,,5,5,3,,,,3,"115, 74, 80",2,20
8/13/2016,54,83,5,1,,4,4,4,1,,,5,"33, 177, 64, 95, 86",2,20
8/15/2016,29,46,41,,,5,2,,2,4,,2,"75, 20",2,20
8/17/2016,110,23,64,,,4,,1,2,,,,,2,20
8/19/2016,98,25,50,6,,3,1,,,1,,,,2,20
8/21/2016,98,47,46,12,3,1,1,2,,,,,,2,20
8/23/2016,25,40,38,25,7,1,,3,1,,,,,2,20
8/25/2016,6,36,31,19,13,6,,1,,2,,,,2,20
8/27/2016,,11,35,24,7,12,,1,,,,,,2,20
8/29/2016,,9,28,13,6,20,,,,1,,,,2,20
8/31/2016,,2,21,11,10,23,,1,,,,,,2,20
9/2/2016,,,14,13,10,26,1,2,,,,,,2,20
9/4/2016,,,4,15,13,23,4,3,,,,,,2,20
9/6/2016,,,2,12,9,22,8,4,1,1,,,,2,20
9/8/2016,,,1,2,11,19,9,6,1,1,,,,2,20
9/10/2016,,,,2,5,17,5,9,7,2,,8,"56, 48, 87, 63, 69, 78, 55, 156",2,20
9/12/2016,50,,,,3,12,2,4,4,6,,1,77,2,20
9/14/2016,281,,,,2,5,4,3,2,5,,,,2,20
9/16/2016,268,24,,,,3,5,3,2,,,2,"74, 146",2,20
9/18/2016,246,55,,,,3,2,3,2,1,,5,"41, 56, 64, 78, 37",2,20
9/20/2016,95,95,18,,,3,1,1,1,2,,3,"57, 69, 43",2,20
9/22/2016,12,103,36,7,,3,1,1,,,,,,2,20
9/24/2016,15,100,23,,,3,,1,1,,,,,2,20
9/26/2016,36,35,62,12,,3,,,,1,,,,2,20
9/28/2016,35,15,56,17,6,3,,,,,,,,2,20
9/30/2016,15,8,45,27,8,,,,,,,,,2,20
10/2/2016,8,11,33,25,12,3,,,,,,,,2,20
10/4/2016,1,3,18,29,10,4,,,,,,,,2,20
10/6/2016,,1,9,24,15,11,,,,,,,,2,20
10/8/2016,,,14,17,18,13,,,,,,,,2,20
10/10/2016,,,6,6,18,27,,2,,,,,,2,20
10/12/2016,,,3,6,10,27,1,2,,,,,,2,20
10/14/2016,,,,6,9,21,3,5,,,,3,"55, 67, 48",2,20
10/16/2016,,,,4,6,20,6,5,,2,,5,"64, 79, 132, 85, 146",2,20
10/18/2016,,,,2,5,14,8,5,3,3,,2,"47, 61",2,20
10/20/2016,8,,,2,3,10,7,3,3,3,,,,2,20
10/22/2016,55,,,,2,10,5,1,5,1,,3,"72, 104, 83",2,20
10/24/2016,70,7,,,2,5,3,2,1,2,,,,2,20
10/26/2016,45,29,6,,,,3,1,1,1,,2,"44, 105",2,20
10/28/2016,57,41,8,,,,3,1,,,,,,2,20
10/30/2016,121,12,31,1,,,2,,1,1,,2,"45, 61",2,20
11/1/2016,72,19,33,2,,,,,2,,,,,2,20
11/3/2016,33,27,34,6,1,,,,,,,,,2,20
11/5/2016,5,28,27,9,4,,,,,,,,,2,20
11/7/2016,,9,18,13,10,,,,,,,,,2,20
11/9/2016,,,20,9,10,5,,,,,,,,2,20
11/11/2016,,,13,8,13,7,,,,,,,,2,20
11/13/2016,,,5,7,11,12,,,,,,,,2,20
11/15/2016,,,2,9,7,17,,,,,,,,2,20
11/17/2016,,,1,5,7,17,2,1,,,,,,2,20
11/19/2016,,,,4,6,16,3,3,,,,,,2,20
11/21/2016,,,,1,4,14,5,4,,,,5,"41, 30, 77, 46, 135",2,20
11/23/2016,,,,1,3,15,5,4,,,,6,"55, 73, 89, 67, 26, 138",2,20
11/25/2016,,,,1,1,13,7,4,1,1,,3,"64, 96, 78",2,20
11/27/2016,,,,1,1,7,5,5,2,1,,6,"78, 84, 71, 130, 99, 63",2,20
11/29/2016,45,,,,2,4,4,5,2,2,,,,2,20
12/1/2016,153,,,,2,1,1,5,4,2,,1,62,2,20
12/3/2016,124,19,,,1,1,1,4,1,1,,2,"38, 62",2,20
12/5/2016,163,37,,,,,1,2,,2,,,,2,20
12/7/2016,117,39,37,,,,,1,1,1,,,,2,20
12/9/2016,38,38,41,,,,,1,,,,,,2,20
12/11/2016,10,35,45,,,,,,,1,,,,2,20
12/13/2016,3,27,35,5,,,,,,,,,,2,20
12/15/2016,,11,32,10,1,,,,,,,,,2,20
12/17/2016,,4,25,13,5,,,,,,,,,2,20
12/19/2016,,,20,14,6,,,,,,,,,2,20
12/21/2016,,,7,14,12,2,,,,,,,,2,20
12/23/2016,,,3,13,14,3,,,,,,,,2,20
12/25/2016,,,5,9,9,6,,,,,,,,2,20
12/27/2016,,,,4,12,9,,,,,,,,2,20
12/29/2016,,,,2,7,13,,,,,,,,2,20
12/31/2016,,,,1,6,11,,1,,,,,,2,20
1/2/2017,,,,,3,11,2,3,,,,,,2,20
1/4/2017,,,,,2,11,3,3,,,,3,"30,61,57",2,20
1/6/2017,,,,,2,10,4,3,,,,4,"125,63,94,137",2,20
1/8/2017,,,,,1,7,4,,2,3,,2,"62, 78",2,20
1/10/2017,,,,,1,4,4,,3,,,,,2,20
1/12/2017,,,,,1,4,3,,1,,,,,2,20
1/14/2017,61,,,,1,1,1,,3,,,,,2,20
1/16/2017,155,,,,1,1,1,,,,,,,2,20
1/18/2017,122,26,,,1,,1,,1,,,,,2,20
1/20/2017,36,62,13,,1,,1,,,,,,,2,20
1/22/2017,6,65,17,,1,,1,,,,,,,2,20
1/24/2017,,6,59,,1,,1,,,,,,,2,20
1/26/2017,,6,45,2,1,,,,1,,,,,2,20
1/28/2017,,,37,8,1,,,,,,,,,2,20
1/30/2017,,,23,11,6,,,,,,,,,2,20
2/1/2017,,,12,11,14,,,,,,,,,2,20
2/3/2017,,,3,12,15,,,,,,,,,2,20
2/5/2017,,,2,6,16,6,,,1,,,,,2,20
2/7/2017,,,2,3,12,11,,,,,,,,2,20
2/9/2017,,,,4,4,14,,,,,,,,2,20
2/11/2017,,,,2,2,15,,,,,,,,2,20
2/13/2017,,,,2,,15,,2,,,,,,2,20
2/15/2017,,,,1,2,10,2,4,,,,1,85,2,20
2/17/2017,,,,1,1,5,5,7,,,,5,"39,19,27,25,30",2,20
2/19/2017,,,,,1,3,6,8,,,,3,"28,34,47",2,20
2/21/2017,,,,,1,3,4,8,2,1,,,,2,20
2/23/2017,,,,,1,3,2,7,2,2,,,,2,20
2/25/2017,,,,,,4,,5,2,2,,,,2,20
2/27/2017,40,,,,,4,,2,,3,,,,2,20
3/1/2017,31,,,,,4,,1,,1,,,,2,20
3/3/2017,10,19,,,,3,1,1,,,,,,2,20
3/5/2017,,28,,,,3,1,1,,,,,,2,20
3/7/2017,,,21,,,3,1,1,,,,,,2,20
3/9/2017,,,21,,,,,2,1,,,,,2,20
3/11/2017,,,17,1,,,,2,,,,,,2,20
3/13/2017,,,13,4,1,,,2,,,,,,2,20
3/15/2017,,,7,7,2,,,,,2,,,,2,20
3/17/2017,,,1,8,6,,,,,,,,,2,20
3/19/2017,,,1,5,8,,,,,,,,,2,20
3/21/2017,,,,4,6,3,,,,,,,,2,20
3/23/2017,,,,3,4,5,,,,,,,,2,20
3/25/2017,,,,2,2,6,,,,,,,,2,20
3/27/2017,,,,1,2,7,,,,,,,,2,20
3/29/2017,,,,1,1,8,,,,,,,,2,20
3/31/2017,,,,,1,5,,3,,,,,,2,20
4/2/2017,,,,,,4,1,3,,,,,,2,20
4/4/2017,,,,,,3,1,3,,1,,,,2,20
4/6/2017,,,,,,2,2,3,,,,,,2,20
4/8/2017,,,,,,2,1,2,1,1,,,,2,20
4/10/2017,,,,,,,,,1,2,,,,2,20
4/12/2017,,,,,,,,,,,,,,2,20
4/14/2017,,,,,,,,,,,,,,2,20
4/16/2017,10,,,,,,,,,,,,,2,20
4/18/2017,8,,,,,,,,,,,,,2,20
4/20/2017,1,4,,,,,,,,,,,,2,20
4/22/2017,,5,,,,,,,,,,,,2,20
4/24/2017,,1,4,,,,,,,,,,,2,20
4/26/2017,,,5,,,,,,,,,,,2,20
4/28/2017,,,4,,,,,,,,,,,2,20
4/30/2017,,,4,,,,,,,,,,,2,20
5/2/2017,,,2,1,1,,,,,,,,,2,20
5/4/2017,,,,,2,,,,,,,,,2,20
5/6/2017,,,,,1,1,,,,,,,,2,20
5/8/2017,,,,,1,1,,,,,,,,2,20
5/10/2017,,,,,1,1,,,,,,,,2,20
5/12/2017,,,,,1,1,,,,,,,,2,20
5/14/2017,,,,,,2,,,,,,,,2,20
5/16/2017,,,,,,1,,1,,,,,,2,20
5/18/2017,,,,,,1,1,1,,,,,,2,20
5/20/2017,,,,,,1,1,1,,,,,,2,20
5/22/2017,,,,,,,1,1,,,,,,2,20
5/24/2017,,,,,,,1,1,,,,1,39,2,20
5/26/2017,,,,,,,1,,,1,,,,2,20
5/28/2017,,,,,,,,,1,,,,,2,20
5/30/2017,35,,,,,,,,,,,,,2,20
6/1/2017,27,,,,,,,,,,,,,2,20
6/3/2017,4,15,,,,,,,,,,,,2,20
6/5/2017,2,7,8,,,,,,,,,,,2,20
6/7/2017,50,2,15,,,,,,,,,,,2,20
6/9/2017,39,3,14,,,,,,,,,,,2,20
6/11/2017,2,28,4,6,1,,,,,,,,,2,20
6/13/2017,121,7,20,6,3,,,,,,,,,2,20
6/15/2017,70,,24,4,7,,,,,,,,,2,20
6/17/2017,35,5,20,3,5,2,,,,,,,,2,20
6/19/2017,5,26,13,8,2,5,,,,,,,,2,20
6/21/2017,,20,8,8,5,6,,,,,,,,2,20
6/23/2017,,10,13,8,6,8,,,,,,,,2,20
6/25/2017,,7,14,7,4,8,,,,,,,,2,20
6/27/2017,,,14,4,7,9,1,1,,,,,,2,20
6/29/2017,,,12,4,5,9,3,1,,,,1,57,2,20
7/1/2017,,,6,6,4,9,4,1,,,,3,"33,41,87",2,20
7/3/2017,,,4,3,6,9,3,2,1,,,7,"126,184,20,91,23,45,57",2,20
7/5/2017,,,1,3,7,9,1,2,2,1,,,,2,20
7/7/2017,,,,1,8,6,,3,1,1,,,,2,20
7/9/2017,171,,,1,3,6,3,2,,,,1,240,2,20
7/11/2017,172,,,,1,6,2,,,2,,2,"70,123",2,20
7/13/2017,168,5,,,1,6,2,,,,,1,46,2,20
7/15/2017,54,52,13,,,2,2,1,1,1,,,,2,20
7/17/2017,7,42,35,,,1,2,,1,1,,2,"56,73",2,20
7/19/2017,72,17,52,,,1,2,,,,,,,2,20
7/21/2017,54,7,54,1,,1,1,,1,,,,,2,20
7/23/2017,3,17,27,18,3,1,1,,,,,1,38,2,20
7/25/2017,2,13,24,21,6,1,1,,,,,,,2,20
7/27/2017,,16,17,22,4,,,1,1,,,,,2,20
7/29/2017,,7,17,15,13,,,1,,,,,,2,20
7/31/2017,1,,10,14,14,,,1,,,,,,2,20
8/2/2017,,,6,10,9,5,,,,,,,,2,20
8/4/2017,,,5,6,4,9,,,,,,,,2,20
8/6/2017,,,2,3,5,9,,,,,,,,2,20
8/8/2017,,,1,3,3,9,,,,,,,,2,20
8/10/2017,,,1,1,2,11,2,,,,,,,2,20
8/12/2017,,,1,1,2,5,5,1,,,,,,2,20
8/14/2017,,,1,,1,5,3,1,2,,,1,83,2,20
8/16/2017,,,1,,,5,3,1,,1,,1,93,2,20
8/18/2017,,,,1,,3,4,1,1,,,,,2,20
8/20/2017,,,,,1,3,2,,2,1,,,,2,20
8/22/2017,44,,,,1,1,2,,,,,,,2,20
8/24/2017,48,1,,,,1,1,,1,,,,,2,20
8/26/2017,33,5,,,,,1,,,,,,,2,20
8/28/2017,11,20,,,,1,,,1,,,,,2,20
8/30/2017,1,14,5,,,1,,,,,,,,2,20
9/1/2017,1,5,14,,,,,,,,,,,2,20
9/3/2017,,,18,,,,,,,,,,,2,20
9/5/2017,,,17,,,,,,,,,,,2,20
9/7/2017,,,11,2,,,,,,,,,,2,20
9/9/2017,,,,6,6,,,,,,,,,2,20
9/11/2017,,,2,8,2,,,,,,,,,2,20
9/13/2017,,,2,7,2,,,,,,,,,2,20
9/15/2017,,,,4,5,1,,,,,,,,2,20
9/17/2017,,,,1,3,7,,,,,,,,2,20
9/19/2017,,,,1,2,7,,,,,,,,2,20
9/21/2017,,,,,2,6,,,,,,,,2,20
9/23/2017,,,,,1,6,,,,,,,,2,20
9/25/2017,,,,,1,2,3,1,,,,,,2,20
9/27/2017,,,,,,2,3,2,,,,2,"38,36",2,20
9/29/2017,,,,,,1,4,2,,,,4,"54,68,55,60",2,20
10/1/2017,,,,,,1,3,1,1,1,,2,"24,16",2,20
10/3/2017,,,,,,1,1,,2,1,,,,2,20
10/5/2017,33,,,,,1,,,1,,,,,2,20
10/7/2017,25,,,,,,1,,,,,,,2,20
10/9/2017,149,12,,,,,1,,,,,,,2,20
10/11/2017,112,22,,,,,,,1,,,,,2,20
10/13/2017,27,35,11,,,,,,,,,,,2,20
10/15/2017,4,36,24,,,,,,,,,,,2,20
10/17/2017,,9,36,3,,,,,,,,,,2,20
10/19/2017,,,34,5,4,,,,,,,,,2,20
10/21/2017,,,21,7,9,,,,,,,,,2,20
10/23/2017,,,9,7,10,4,,,,,,,,2,20
10/25/2017,,,6,4,5,12,,,,,,,,2,20
10/27/2017,,,,3,7,15,,,,,,,,2,20
10/29/2017,,,1,4,3,14,,1,,,,,,2,20
10/31/2017,,,,2,4,13,,2,,,,,,2,20
11/2/2017,,,,,3,13,1,2,,,,,,2,20
11/4/2017,,,,,2,8,2,4,,1,,,,2,20
11/6/2017,,,,,2,8,3,4,,,,2,"16,30",2,20
11/8/2017,,,,,,8,3,5,,,,2,"29,18",2,20
11/10/2017,5,,,,,2,2,4,2,1,,1,22,2,20
11/12/2017,,5,,,,1,2,2,1,2,,,,2,20
11/14/2017,43,4,,,,1,2,,,2,,,,2,20
11/16/2017,67,,5,,,1,2,,,,,2,"29,33",2,20
11/18/2017,4,1,4,1,4,11,1,,,,,,,2,20
11/20/2017,36,39,7,2,,,1,,2,,,,,2,20
11/22/2017,37,16,25,2,,,,,1,,,,,2,20
11/24/2017,28,9,34,3,1,,,,,,,,,2,20
11/26/2017,6,21,31,1,4,,,,,,,,,2,20
11/28/2017,,16,34,,5,,,,,,,,,2,20
11/30/2017,,7,25,11,3,,,,,,,,,2,20
12/2/2017,,,19,10,7,1,,,,,,,,2,20
12/4/2017,,,13,12,6,2,,,,,,,,2,20
12/6/2017,,,9,10,10,2,,,,,,,,2,20
12/8/2017,,,5,5,9,7,,,,,,,,2,20
12/10/2017,,,2,10,3,9,,1,,,,,,2,20
12/12/2017,,,1,3,5,11,,1,,,,,,2,20
12/14/2017,,,,3,3,12,1,1,,,,1,42,2,20
